YORF,05_min,10_min,15_min,20_min,20-bis_min,40_min,60_min,80_min
YML063W,0.216,-0.855,-2.023,-1.693,-1.871,-1.642,-0.513,-0.227
YCR102C,-0.006,-0.014,-0.655,-0.956,-0.033,-0.965,-1.194,-1.318
YLR317W,0.135,0.573,-0.089,-0.175,-0.259,-0.183,-0.103,-0.194
YML027W,-1.887,-0.591,-1.115,-0.904,-1.248,0.021,0.096,-0.366
YLR336C,-0.867,-1.649,-1.76,-1.515,-1.614,-0.424,0.045,-0.083
YPL093W,-0.6175,-2.2675,-1.3915,-0.585,-2.0845,-1.6345,-0.8225,-0.6784
YOL040C,-0.057,-0.087,-1.161,-1.757,-2.147,-1.367,-0.905,-1.037
YAR066W,1.796,3.198,1.202,2.768,0.0,2.5296,0.322,1.0
YDL023C,2.672,3.334,3.318,3.2553,2.598,2.084,1.66,1.431
YIL041W,0.306,0.5125,0.4135,0.459,0.275,-0.037,-0.14,-0.076
YEL050C,-0.286,0.018,0.233,0.536,0.49,0.301,0.18,0.074
YGL154C,-0.003,-0.263,2.266,1.666,0.079,-0.109,-0.181,-0.018
YCR021C,3.857,4.006,2.689,1.582,1.479,0.81,1.184,1.838
YER142C,0.902,1.673,1.56,1.663,1.421,1.08,0.66,0.642
YML101C-A,0.389,1.071,-0.842,0.337,0.135,0.81,0.956,1.399
YJR060W,0.303,0.3485,0.2612,0.291,0.127,0.04,0.453,0.488
YGR150C,1.575,0.97,-0.8707,0.3367,-1.7483,-0.6857,-0.985,-0.5177
YDR013W,0.185,1.209,-0.438,-0.625,-0.875,-0.446,-0.186,-0.341
YOR058C,-0.0705,-0.083,-0.2455,0.404,-0.694,-1.067,-0.6115,0.009
YMR186W,1.225,2.092,2.054,1.929,1.889,1.618,1.223,1.507
YPL049C,-0.128,0.513,0.455,-0.098,-0.428,0.141,-0.242,-0.434
YIR007W,0.8555,1.2465,1.742,1.991,1.6135,0.7685,0.625,0.6735
YKL159C,0.2,0.847,0.403,1.804,0.038,-0.535,0.179,-0.192
YDR157W,-0.76,-0.043,-0.931,-3.036,-1.388,0.025,-0.749,-1.054
YKR086W,0.6215,0.878,0.031,0.8675,0.132,0.2215,1.033,-0.043
YML051W,-0.307,-0.775,-0.318,-0.442,-0.52,-0.099,-0.455,-0.67
YKR090W,0.473,0.641,0.577,0.131,-0.066,0.395,0.45,0.008
YGR035C,0.637,-0.388,-1.647,-1.303,-1.266,-1.567,-0.289,0.163
YNR021W,0.442,-0.2505,0.2115,0.9,-0.468,-0.545,-0.5715,-0.081
YNR058W,1.925,0.455,0.298,0.562,0.255,0.218,0.189,0.165
YMR159C,1.21,1.064,1.018,-0.038,0.89,0.167,0.451,0.448
YDR023W,0.245,-0.118,-0.935,-0.999,-1.126,-1.126,-0.518,-0.462
YKL023W,0.447,0.834,0.689,0.8455,0.872,-0.0604,0.253,0.4885
YOR160W,0.233,0.033,0.577,0.671,0.486,0.16,0.335,0.201
YMR160W,1.067,1.056,1.653,-1.04,1.305,0.871,0.408,0.404
YML005W,-0.117,0.842,0.336,1.165,0.892,0.12,0.363,0.352
YDR094W,0.086,-0.197,0.017,-0.359,-0.301,0.173,-0.01,-0.17
YOR349W,1.182,0.6145,0.635,1.536,0.002,0.3275,-0.0105,1.023
YML109W,-0.221,0.187,-0.372,-0.878,-1.17,-0.179,0.275,0.449
YGR202C,2.1175,1.594,0.391,2.3125,0.945,1.4635,0.974,0.5115
YDR348C,-0.366,-0.569,-0.272,-0.797,-0.463,-0.024,-0.153,-0.329
YPL210C,0.7205,-0.0375,-0.565,0.493,-0.7685,0.6995,0.012,-0.2975
YGL138C,0.659,0.381,2.0,-2.087,-1.022,-1.222,-1.255,-1.1297
YNR052C,-0.626,-0.751,-0.126,-0.092,-0.066,-0.152,-0.032,-0.301
YOR357C,0.388,1.379,0.789,0.974,0.462,0.5,0.536,0.821
YNL114C,-1.04,-0.79,-2.893,-1.943,-2.686,-1.404,-0.439,-0.007
YDR411C,0.297,0.648,0.855,0.508,0.448,0.482,0.17,0.055
YMR085W,1.765,2.347,1.456,0.624,1.112,3.032,0.492,0.066
YAR018C,0.573,-0.362,-0.161,1.261,-0.535,0.061,-0.425,-0.543
YOR098C,-0.661,-1.694,-1.254,-1.028,-0.736,-0.678,0.093,0.033
YAR042W,0.39,-0.319,0.879,0.8202,0.771,0.975,0.807,0.704
YML056C,-0.821,-2.994,-3.762,-3.147,-3.158,-1.618,-1.19,-1.127
YOR316C,0.79,0.509,1.017,0.7034,0.619,0.245,0.317,-0.278
YDR167W,0.336,0.042,-0.606,-0.441,-0.442,-0.61,0.0,0.226
YER009W,0.121,0.478,-0.071,-3.17,-0.699,-0.872,-0.547,-0.528
YFL025C,-0.077,-0.319,0.115,-0.258,-0.488,0.172,-0.193,-0.194
YKR070W,0.044,0.767,0.563,0.343,0.052,0.833,0.687,0.439
YML065W,0.206,0.129,-0.429,0.25,0.225,0.343,0.246,0.554
YLR093C,0.325,0.832,0.465,0.921,0.513,-0.46,0.019,0.009
YDR262W,-0.0535,0.516,0.645,-0.233,0.314,0.346,-0.233,-0.1295
YIR004W,-0.615,0.1445,-0.371,0.027,-0.281,-0.362,-0.3385,-0.2045
YKR050W,0.031,0.005,0.2645,0.499,-0.0305,0.5795,0.508,0.2555
YPR057W,0.29,0.24,-0.346,0.013,-0.178,-0.646,-0.011,0.35
YAL002W,0.196,0.162,0.4235,0.438,0.462,0.5185,0.5315,1.0465
YLR052W,-0.585,-0.92,-0.532,-0.394,-0.286,-0.409,-0.056,-0.073
YDR484W,0.558,0.408,0.626,0.976,0.735,0.123,0.428,0.444
YOR105W,-0.257,0.36,0.003,0.041,-0.349,-0.13,-0.433,-0.271
YOR246C,-0.416,-0.656,-1.052,-1.273,-0.961,-0.737,0.302,-0.315
YBR076W,0.319,-0.136,0.129,0.275,-0.141,-2.322,0.115,0.581
YDR373W,-0.202,0.911,0.913,0.411,0.094,0.603,0.487,0.33
YCR036W,0.243,0.436,0.935,-1.84,1.218,0.853,0.572,0.563
YKR057W,-0.323,-0.933,-2.184,-1.949,-1.925,-1.96,-0.722,-0.503
YBL073W,0.526,-1.014,0.123,0.94,0.306,0.395,0.296,0.284
YKL211C,0.057,0.213,-0.143,-0.376,-0.437,-0.326,-0.265,-0.19
YLR274W,-0.267,0.445,0.348,-0.534,-0.033,-0.064,-0.347,-0.493
YBR119W,0.557,0.477,0.141,0.385,0.228,-0.393,-0.132,0.66
YPR040W,-0.125,0.894,0.32,0.3217,-0.08,0.46,0.281,0.025
YAL022C,0.058,0.212,0.379,0.222,0.089,-0.106,0.006,-0.107
YGR185C,-0.088,-0.9545,-0.8605,1.6015,-0.852,-0.6925,-0.3285,-0.566
YKL075C,-0.0005,-0.016,-0.2585,0.503,0.042,-0.3675,0.1005,0.13
YDL179W,-1.069,-0.098,-0.367,-0.481,-0.502,-0.719,-0.4,-0.602
YLR142W,1.764,2.594,3.058,2.77,1.886,1.475,1.096,1.422
YMR256C,0.465,1.935,0.706,0.869,0.759,0.014,0.189,0.329
YLL007C,0.758,0.0805,0.281,-0.631,-0.6765,-0.732,-0.4335,-0.745
YHL023C,0.2657,0.3857,0.4283,0.9657,0.0783,0.3157,0.2077,0.547
YMR099C,0.443,1.012,0.892,0.959,0.782,0.708,0.769,0.572
YNL205C,0.079,0.059,-0.649,-1.686,-0.225,-0.257,-0.175,-0.575
YDR436W,0.748,0.908,1.695,2.222,1.538,0.931,0.005,0.27
YOR203W,-0.292,-0.107,-0.99,-0.302,-1.028,0.122,-0.367,-0.691
YNL135C,0.278,0.049,-0.081,0.675,-0.154,-0.644,-0.062,-0.476
YGR101W,0.041,0.501,0.778,1.104,0.503,0.146,-0.174,-0.371
YFR052W,0.414,0.911,1.115,1.06,0.936,0.819,0.494,0.373
YBR247C,-1.744,-4.144,-4.052,0.598,-3.103,-1.515,-0.654,-0.323
YLR349W,0.182,0.528,0.773,0.323,0.923,0.788,0.958,0.572
YOR294W,-2.345,-3.856,-4.574,-3.533,-3.828,-2.336,-1.101,-0.806
YOR244W,0.374,0.38,0.275,0.595,0.669,0.197,0.437,0.415
YBR038W,0.514,0.263,0.2105,-1.8285,-0.2345,-0.036,-0.2205,0.094
YBR131W,-0.351,-0.472,-0.113,-0.218,-0.521,0.152,-0.115,-0.324
YJR097W,-1.5655,0.1655,-2.22,-2.4345,-3.0155,-0.7635,-0.2055,0.382
YNL321W,0.315,-0.417,0.603,1.138,0.153,0.641,0.069,0.099
YMR034C,-0.115,0.244,0.542,0.258,-0.356,0.189,0.009,0.34
YPL271W,0.294,1.621,0.913,0.825,0.365,0.453,-0.337,-0.316
YBR159W,-0.194,0.412,0.495,0.0217,-0.333,0.085,-0.334,-0.633
YPL048W,0.509,0.721,0.843,0.382,0.205,-0.115,0.095,0.034
YJR101W,-0.1,0.8553,0.0567,1.9827,-0.5587,0.254,-0.566,-0.2247
YDL114W,1.863,0.322,1.263,1.0491,-0.672,-0.069,-0.235,-0.427
YJR129C,-0.4295,-0.646,-1.9675,2.79,-1.8655,-1.565,-0.0005,-0.439
YMR222C,-0.144,0.562,0.551,0.166,-0.26,0.616,0.026,-0.554
YKL069W,0.484,0.6635,0.55,2.57,0.525,-0.47,1.0445,1.3645
YPL051W,-0.166,1.232,-0.354,0.226,-0.966,-0.072,-0.637,-0.364
YPR170C,0.601,1.105,-0.246,-0.139,-0.704,1.973,-0.64,-0.507
YPL202C,0.015,0.301,-0.246,0.614,0.148,-0.168,0.292,0.08
YGR247W,0.367,0.371,-0.082,-0.1225,-0.1655,-1.6245,-0.806,-0.5155
YBR169C,2.963,3.773,4.417,4.276,3.912,3.042,2.428,1.873
YHR021W-A,0.7205,1.749,1.7705,2.0695,1.7645,1.485,0.64,0.0605
YGR049W,0.279,0.495,-0.437,-0.586,-0.53,-0.2664,0.678,0.369
YLR004C,-0.093,-0.105,-0.401,-0.482,0.016,-0.649,-0.037,0.069
YLR114C,-0.4565,-0.4275,-0.034,0.3405,-0.694,0.0315,-0.425,-0.376
YBR104W,-1.198,-2.245,-1.078,-2.11,-2.114,-1.531,-0.523,-0.374
YMR274C,-0.282,0.284,-0.144,2.043,-0.576,-0.661,-0.17,-0.601
YLR066W,-0.259,-0.064,-0.283,1.394,-0.206,-0.427,-0.201,-0.382
YER060W,-0.5165,-1.2,-1.318,-1.277,-1.573,-0.435,-0.547,-0.62
YOL110W,0.834,1.737,1.0055,1.3752,0.4925,0.9415,0.5415,0.399
YPL272C,0.1145,0.193,-0.091,-0.276,-0.281,-0.298,-0.2635,-0.2555
YOR262W,-1.227,-1.834,-1.401,-1.545,-1.687,-1.046,-0.871,-0.929
YOR082C,0.733,1.264,0.413,0.334,0.232,-1.688,-0.06,-0.014
YHR081W,-0.141,-0.7905,-1.994,-1.088,-1.1965,-0.6928,-0.6895,-0.059
YML104C,3.023,4.17,2.5625,2.9397,1.585,3.264,1.182,4.0
YLR207W,-0.164,-0.654,0.511,0.666,0.62,0.465,0.474,0.256
YKR047W,0.408,0.554,0.316,0.091,0.304,0.077,0.177,0.157
YGR028W,-0.102,1.264,1.095,0.836,0.464,0.911,0.428,0.437
YLL057C,0.655,0.129,0.257,0.241,-0.231,0.012,-0.067,-0.162
YGR111W,0.868,1.5195,1.7315,1.826,1.748,1.1335,0.8955,0.851
YER070W,-0.803,-3.318,-3.221,-2.682,-2.62,-0.095,0.84,0.01
YBL044W,0.733,0.21,-0.659,-0.585,-1.26,-0.788,-1.512,-2.399
YEL065W,-0.476,-0.393,-0.172,-0.593,-0.88,-0.547,-0.691,-0.947
YGR208W,-0.048,-0.1385,-0.738,-0.4215,-0.4645,-0.221,0.119,0.1995
YHR209W,0.6485,2.033,2.62,3.354,2.462,2.2015,0.933,0.9505
YKL132C,2.277,3.415,1.115,-1.17,3.17,1.322,-2.807,2.379
YDR086C,0.207,-0.087,-0.982,-0.586,-0.751,-1.322,-0.016,-0.118
YIL065C,1.521,1.407,0.6923,1.3713,0.806,0.7653,0.1577,-0.501
YLR086W,-0.059,0.343,0.162,-0.0035,-0.361,-0.345,0.406,0.448
YJR100C,0.27,0.9965,0.5385,0.7895,0.7485,-0.0983,0.36,0.5525
YOR252W,-0.976,-1.279,-2.343,-1.316,-1.831,-0.817,-0.557,-0.055
YLR067C,-0.3405,0.0105,0.316,-0.46,-0.7555,-0.7715,-0.427,-0.3025
YJL078C,1.839,0.9397,1.2883,1.2543,0.609,0.9925,0.0683,0.2527
YPL240C,1.578,3.071,2.988,2.698,3.132,2.024,2.616,2.17
YNL214W,0.845,1.383,1.01,1.331,0.387,0.457,0.015,-0.028
YDL159W,-0.11,0.575,0.206,0.018,-0.632,-0.312,-0.205,-0.714
YJL103C,1.054,2.011,3.288,1.943,1.6305,1.6905,0.4915,0.712
YBR173C,-0.121,0.333,0.48,0.573,0.522,-0.674,0.173,-0.014
YDR451C,-0.799,0.187,0.308,0.186,0.134,0.217,0.737,1.134
YPL190C,-0.347,-0.839,-0.164,0.473,0.227,0.37,0.398,0.336
YBR056W,1.707,2.581,2.937,2.407,2.9,1.627,1.136,1.123
YIL038C,-0.4715,-0.539,-0.3895,-0.3915,-0.6705,0.016,-0.162,-0.3725
YPL098C,0.095,1.136,0.559,0.831,0.191,-0.194,0.059,0.0
YGL257C,-0.1645,-0.175,-0.8775,-0.0414,-0.753,-0.411,-0.209,-0.27
YGL155W,0.115,0.593,-0.099,1.61,-0.454,-1.013,-0.472,-0.199
YIR030C,-0.211,0.909,-0.6,-1.9125,-0.705,-0.0155,0.103,-0.7995
YPL086C,-0.6,-2.147,-2.374,-1.678,-1.502,-1.121,0.247,0.118
YJR137C,-0.1365,-0.5425,-0.0865,1.8265,-0.0205,0.3975,0.379,0.088
YNL196C,0.621,2.661,0.251,0.517,-0.276,-0.138,-0.122,-0.017
YNL146W,-0.231,0.94,0.52,0.017,-0.088,-0.079,-0.467,-0.656
YIR011C,-0.271,-0.5805,-0.382,-0.8515,0.211,-1.208,0.0695,-0.0145
YGR057C,-0.437,-0.661,-0.628,-0.5,-0.347,-0.606,0.207,0.505
YPL221W,0.174,0.891,1.059,0.7935,0.403,1.133,0.483,0.225
YLR364W,-0.42,-0.016,-0.587,-0.3297,-1.13,-0.163,0.288,0.091
YOR376W,1.006,2.256,1.248,0.692,0.405,-0.175,0.232,-0.17
YFL034W,0.37,0.79,0.584,0.731,0.353,-0.219,0.203,0.214
YER040W,0.196,0.22,0.341,0.356,0.185,0.029,0.29,0.618
YHR114W,0.018,0.593,0.8635,0.9895,0.49,0.5455,0.2635,0.26
YNL125C,0.803,0.737,1.524,1.862,1.356,0.724,0.66,-0.095
YMR269W,-0.434,-1.432,-2.072,1.633,-1.01,-1.397,0.0,0.439
YIL053W,0.3365,0.397,0.078,-0.101,-0.0545,-0.057,-0.083,-0.084
YGL213C,-0.161,0.376,-0.028,-0.536,-0.777,-0.335,-0.453,-0.676
YLR322W,0.1,-0.117,-0.409,0.168,-0.714,0.93,-0.233,-0.144
YLR144C,0.106,1.007,1.05,0.692,0.298,0.729,0.432,0.251
YLR180W,-0.913,-3.066,-3.107,1.29,-3.001,-0.465,-0.91,-1.035
YLR164W,0.226,1.587,1.396,1.3353,0.598,0.564,-0.272,-0.6
YGR067C,3.553,5.018,2.0,4.807,3.1579,3.5101,2.585,2.4204
YLR387C,-0.09,0.562,0.28,0.737,0.563,0.0,0.064,0.048
YBL058W,0.278,0.804,0.916,0.976,0.64,0.633,0.181,0.387
YAL046C,-0.018,0.281,-0.139,-0.338,-0.592,-0.358,0.046,0.065
YIR040C,0.341,0.1905,2.4075,-0.559,-0.694,-0.3845,-0.1565,-0.081
YOR069W,0.227,0.9,0.7,0.855,0.059,0.275,0.156,0.267
YPL103C,-0.108,0.804,0.485,0.966,-0.294,0.252,-0.511,-0.633
YJR155W,0.044,0.584,0.2855,0.446,0.0685,0.0995,0.3025,0.1785
YNL188W,-0.875,-0.03,-1.138,-1.159,-1.198,-0.919,-0.454,-0.123
YGL024W,0.23,0.059,-0.212,0.052,0.195,-0.685,-0.376,-0.855
YIR016W,1.8345,3.031,2.2965,2.365,1.919,0.3715,0.3495,0.168
YMR322C,0.235,0.842,1.181,1.078,0.927,0.139,-0.34,-0.456
YAL026C,-0.248,-0.131,-0.04,0.158,0.254,0.488,-0.057,0.579
YLR025W,0.675,1.314,0.781,1.14,0.945,-0.094,0.057,0.87
YML012C-A,0.607,0.989,2.319,1.993,2.175,2.886,2.416,4.079
YPL081W,-0.456,-0.955,-2.088,-1.226,-2.158,-0.806,-0.189,-0.263
YLR131C,0.6685,0.6265,0.219,0.4015,0.3145,-0.0975,0.531,0.496
YDR520C,-0.253,-0.332,-0.324,-0.436,-0.339,0.016,-0.315,-0.092
YIL144W,0.11,0.171,0.133,0.3125,0.5245,-0.079,0.4075,0.694
YOR154W,-0.96,-1.154,-1.18,-0.734,-0.702,-0.711,0.034,-0.177
YCL056C,0.058,0.493,0.497,0.498,0.459,0.072,0.657,0.541
YPR006C,0.868,1.99,1.443,1.873,0.949,1.354,0.817,1.018
YNR063W,0.745,0.83,-0.733,1.122,-0.848,0.619,-0.112,0.093
YHR076W,-0.085,0.1163,-0.079,0.0113,0.0287,-0.2687,0.0743,-0.253
YER088C,0.644,1.267,1.409,1.0612,0.804,0.055,0.432,0.392
YPL007C,0.8925,0.7745,0.825,1.423,-0.0905,0.166,-0.3745,0.084
YKR007W,0.209,0.038,-0.08,0.428,0.341,-0.212,0.248,0.035
YBR035C,0.49,1.452,1.23,1.266,0.998,0.84,0.375,0.264
YER080W,0.397,0.414,0.707,0.976,0.938,0.01,0.264,0.32
YGR157W,1.6835,1.3815,1.3805,1.956,0.872,2.1165,0.6442,1.842
YNL084C,0.746,0.988,0.708,0.815,0.69,0.157,-0.065,0.194
YDR247W,1.336,1.873,1.844,1.338,1.039,0.762,-0.009,-0.159
YLR237W,-0.079,-0.335,-0.704,-0.835,-0.962,-0.505,0.068,-0.039
YML079W,0.198,-0.002,0.135,2.888,0.34,0.167,0.035,-0.707
YHR086W,-0.4815,0.5755,0.564,0.0715,-0.3255,0.1395,-0.1445,-0.4615
YGR040W,-0.648,0.651,-0.336,-0.433,-0.605,-0.015,0.114,0.074
YKL119C,-0.172,0.474,-0.367,-0.439,-0.767,-0.392,-0.498,-0.536
YJR121W,0.309,1.1103,1.2323,1.154,0.6343,0.326,-0.1377,-0.2777
YDL073W,-0.2195,0.083,-0.9425,-0.7485,-1.7775,-1.015,-0.9845,-0.7555
YBR105C,1.058,1.794,2.168,1.973,1.521,1.585,0.619,0.218
YDL035C,1.164,1.032,0.597,1.6685,0.077,0.2925,0.122,0.5575
YHR124W,-0.411,0.3285,0.3325,1.5865,-0.2695,-0.312,-0.1365,-0.8175
YNL074C,0.453,1.384,1.661,1.273,0.823,0.918,0.262,0.033
YDR346C,-0.863,-1.681,-1.214,0.206,-1.398,-1.65,-0.746,-0.326
YBR296C,-0.426,-0.213,-0.447,0.237,-1.571,-0.263,-0.506,-0.652
YJL215C,1.9125,0.953,-0.1735,0.4135,-0.055,0.1575,-0.3025,-0.823
YNL083W,-0.306,0.093,0.1798,0.278,-0.057,-0.268,-0.259,-0.385
YOR314W,0.35,0.47,-0.217,-0.6815,-2.0645,0.263,-0.1075,-0.3469
YKL063C,-0.283,-0.1275,-0.251,0.458,-0.014,-0.9975,-0.033,0.182
YPL220W,-0.077,-0.913,-1.847,0.52,-2.404,-2.004,-1.035,-0.786
YGR043C,1.482,3.734,5.04,4.645,5.049,4.045,2.931,2.417
YER079W,1.902,3.045,2.635,2.953,2.488,1.653,0.945,1.076
YBR276C,-0.733,-0.627,-0.408,-0.778,-1.119,-0.171,-0.128,-0.482
YDR011W,2.523,3.1143,0.2303,2.332,0.322,2.2077,1.4147,0.149
YKL022C,0.2465,0.1265,0.2195,0.207,0.165,0.363,0.1695,0.3965
YOR140W,-0.98,-1.181,-0.648,1.35,-0.676,-0.158,-0.237,-0.59
YML091C,1.478,2.099,4.548,3.659,1.366,1.149,0.19,-0.165
YCR045C,0.3235,0.526,0.3415,0.647,-0.5975,0.3685,-0.2825,-0.1765
YPL177C,0.561,0.755,0.432,0.415,0.109,0.727,0.246,0.049
YKL121W,1.113,1.877,1.788,1.675,1.34,1.057,0.548,0.392
YKL212W,0.043,-0.957,-0.304,-0.376,-0.157,-0.168,-0.333,-0.225
YLR045C,0.3,0.201,-0.084,-0.0457,-0.377,-0.566,0.148,0.302
YNL293W,1.081,1.033,1.853,1.76,1.657,1.019,0.776,0.546
YAL055W,1.188,1.056,0.554,0.575,0.477,0.134,0.426,0.509
YLL052C,-0.216,-0.758,-1.036,-1.059,-1.516,-0.267,0.008,-0.462
YDR391C,0.763,2.3,2.866,2.56,2.203,1.608,0.507,0.19
YIL014W,-0.826,-0.4035,-0.329,-0.8232,-0.627,0.15,-0.3435,-0.1575
YER143W,0.694,1.209,1.585,1.388,1.681,1.164,0.941,0.713
YDR029W,0.206,0.095,0.368,0.504,0.456,0.113,0.358,0.117
YOR178C,2.145,2.72,3.206,3.13,2.615,0.149,0.288,0.508
YHR145C,-0.1295,0.0655,-0.5155,-0.064,-0.1425,-0.433,0.2985,0.4345
YLR295C,0.148,0.896,0.235,0.642,0.221,-0.184,-0.234,-0.004
YGL144C,-0.328,-1.121,-0.777,-1.174,-1.029,-0.76,-0.431,-0.384
YDL154W,0.967,-0.41,0.244,0.097,-0.013,0.008,0.608,0.745
YDR067C,0.017,0.497,0.347,0.415,0.377,-0.076,-0.02,0.203
YGL190C,0.196,0.464,0.719,0.483,0.681,-0.299,-0.059,-0.021
YLR421C,-0.121,0.066,-0.357,-0.198,-0.002,-0.463,-0.384,-0.244
YJL173C,0.3265,0.917,0.211,0.1956,-0.4035,-0.297,0.36,0.376
YIR009W,0.117,0.0695,0.085,0.7371,0.3725,-0.763,0.083,0.0175
YDR092W,-0.1915,0.3965,-0.0185,0.196,0.071,0.0365,0.0385,0.0665
YDR120C,-1.135,-2.644,-3.186,-2.704,-2.84,-1.943,-0.626,-0.452
YBR067C,0.42,1.528,0.721,0.153,-0.098,-0.311,-0.528,-0.654
YKL096W-A,-0.063,0.915,0.186,-0.183,-0.52,0.606,0.42,0.178
YJR106W,2.917,2.071,0.3545,2.78,1.952,0.5125,1.236,1.2437
YDL064W,-0.142,-0.026,-0.689,-0.734,-0.736,-0.894,-0.322,-0.227
YEL077C,-0.136,-0.013,0.179,-1.642,-0.2,-0.21,0.01,-0.25
YJR153W,0.055,0.1025,-0.4435,0.238,-0.2765,0.543,0.1645,0.1215
YGL100W,0.08,-0.021,-0.204,-0.24,-0.418,-0.108,0.181,0.29
YNL087W,-0.425,-2.044,-1.928,-2.935,-3.487,-1.807,-0.921,-0.735
YMR136W,2.931,2.945,3.227,2.916,2.638,1.834,0.818,0.75
YKL029C,-0.562,-1.955,-3.2475,-2.829,-2.5265,-0.195,1.0475,0.3995
YLR150W,-0.049,-0.072,-0.936,-1.275,-1.807,-1.409,-0.777,-0.831
YNL055C,0.554,1.877,2.301,2.211,2.374,2.245,1.426,1.139
YPR014C,0.232,0.168,-0.418,0.975,-1.065,-1.515,-0.737,-0.379
YJR072C,-0.2485,-0.3065,-1.074,-1.2,-1.67,-0.301,0.4205,0.319
YDR146C,0.103,-0.325,-0.273,-0.0015,-0.102,-0.388,-0.304,0.752
YDR049W,-0.331,-0.107,-0.465,0.462,-0.653,-0.442,-0.066,-0.145
YOR042W,0.464,1.313,1.356,1.94,1.438,0.466,0.485,0.29
YGR276C,-0.0815,-0.028,-0.191,1.6885,-0.469,-0.7155,-0.0265,0.0765
YAL020C,0.379,0.6285,0.6715,0.494,0.3515,0.595,0.5015,0.2665
YJL085W,0.2495,0.426,1.852,-1.176,0.4405,0.0295,-0.086,0.596
YNL023C,-0.948,-2.254,-1.933,-1.131,-1.733,-0.339,0.071,-0.022
YLR018C,-0.091,-0.286,-0.677,-0.517,-0.518,0.09,0.05,0.165
YPR121W,0.398,-0.816,-0.429,-0.634,-0.077,-0.377,0.206,-0.197
YIR022W,-0.295,0.61,0.3855,0.3462,-0.304,0.233,-0.367,-0.796
YKL175W,-0.619,-0.214,-0.231,0.1805,-0.631,0.181,-0.498,-0.587
YDL093W,0.169,0.232,-0.336,0.262,-0.6765,-0.1435,-0.536,-0.423
YHR011W,0.384,0.3785,0.741,1.4105,0.8265,0.0755,0.3875,0.651
YIL034C,0.4695,1.664,1.725,1.4655,1.207,1.0365,0.275,-0.159
YDR508C,0.78,-0.094,0.712,0.702,0.952,0.417,0.218,0.308
YNR033W,1.281,1.28,1.922,0.399,0.926,0.803,0.276,0.29
YJR044C,0.055,1.327,1.09,3.023,0.4405,0.7175,-0.0205,-0.064
YGL086W,0.555,-0.094,-0.0205,2.267,1.195,-0.353,0.244,0.4615
YPL172C,-0.314,0.722,0.306,0.468,0.139,-0.145,0.071,0.382
YML043C,-1.575,-3.314,-3.507,-2.613,-2.689,-1.161,-0.699,-0.51
YJR053W,-0.15,-0.988,-0.7765,-0.2265,-0.579,-0.4385,0.4785,0.499
YDR317W,0.02,0.025,-0.193,-0.144,-0.318,0.155,0.418,0.162
YNL183C,0.368,0.48,0.845,0.863,0.807,0.303,0.252,0.198
YIL045W,2.055,1.251,1.198,1.043,1.0975,0.2855,0.5095,0.611
YDR413C,-1.199,-2.352,-2.496,-2.582,-2.392,-1.602,-0.832,-0.494
YBR114W,1.335,1.22,1.791,1.5,1.705,0.953,0.873,0.558
YOR195W,-0.279,-0.149,-1.003,-0.735,-0.59,-0.3,0.384,0.225
YFR040W,0.132,0.224,0.5065,0.651,0.2255,-0.1055,-0.09,-0.3245
YMR309C,-1.624,-2.848,-2.218,-2.012,-1.773,-1.138,-0.864,-0.859
YNL041C,0.171,-0.707,-0.109,-0.485,-0.003,-0.384,0.002,0.094
YDR442W,0.362,0.472,0.786,-0.55,0.325,0.152,0.099,0.252
YHR074W,0.0555,-0.1935,0.542,0.185,0.225,-0.044,-0.147,-0.2775
YOL029C,-0.103,-0.311,-0.794,-0.143,-0.149,-0.067,0.183,0.278
YCR061W,1.312,2.078,2.765,2.281,2.247,2.163,1.463,1.197
YML084W,0.836,0.49,-0.033,0.3005,-0.648,0.149,-0.478,-1.263
YML070W,0.664,1.196,2.181,1.642,2.533,2.3,1.619,0.97
YOR365C,1.905,2.413,-2.459,1.35,0.341,0.838,-0.3,0.585
YOR086C,0.262,-0.0595,0.6715,2.9035,0.188,-0.266,-0.1885,-0.422
YLR312C,2.56,2.513,3.556,3.544,2.257,0.5,0.135,1.04
YGR006W,0.122,0.219,0.671,-0.305,0.178,0.25,-0.141,0.296
YDR537C,-0.235,-0.026,0.032,0.0086,-0.795,-0.09,-0.701,-1.068
YCL005W,-0.287,0.028,-0.354,-0.236,-0.361,-0.025,-0.253,-0.01
YMR198W,0.2755,0.012,0.0005,0.1565,0.1565,-0.515,0.3275,0.352
YPL192C,-0.673,0.106,-1.196,0.025,-0.508,-0.609,-0.351,-0.737
YLR395C,0.668,1.14,0.736,0.89,0.643,0.482,0.094,0.125
YDR415C,0.096,0.622,0.844,0.635,0.17,0.747,-0.113,0.079
YMR063W,3.192,2.62,0.415,0.334,2.807,4.248,2.197,2.807
YIL122W,0.3275,0.4275,0.608,0.891,1.0415,-0.1125,-0.1845,0.1615
YGR113W,0.077,0.2455,-0.2295,-0.163,-0.1545,-0.2695,0.124,0.1295
YBR214W,1.9325,2.3125,2.351,2.405,1.9155,1.356,0.0135,-0.289
YLR125W,0.33,0.829,0.026,-0.194,-0.138,-0.2535,-0.616,-0.123
YOR142W,0.126,0.682,1.014,0.826,1.051,0.481,0.139,-0.181
YIL177C,-0.0465,0.092,0.286,0.35,-0.143,0.5385,0.0455,-0.214
